"Name","Emitter","AttachToBone","OnTop","BoundsCheck","ParticleSizeForBoundsCheck","DepthBias","AttachTransform","Rotation"
"String","String","String","boolean","boolean","int","int","String","String"
"skin_rc_wildwest_wardrobe","skin_wildwest_rc_sparks","fx_dynamite01_s","false","true",200,11,"LockTransform","0;0;0"
,"skin_wildwest_rc_sparks","fx_dynamite02_s","false","true",200,11,"LockTransform","0;0;0"
,"skin_wildwest_rc_sparks","fx_dynamite03_s","false","true",200,11,"LockTransform","0;0;0"
,"skin_wildwest_rc_sparks","fx_dynamite04_s","false","true",200,11,"LockTransform","0;0;0"
,"skin_wildwest_rc_sparks","fx_dynamite05_s","false","true",200,11,"LockTransform","0;0;0"
,"skin_rc_wildwest_smoke","fx_dynamite01_s","false","true",200,11,"Origin","0;0;0"
,"skin_rc_wildwest_smoke","fx_dynamite02_s","false","true",200,11,"Origin","0;0;0"
,"skin_rc_wildwest_smoke","fx_dynamite03_s","false","true",200,11,"Origin","0;0;0"
,"skin_rc_wildwest_smoke","fx_dynamite04_s","false","true",200,11,"Origin","0;0;0"
,"skin_rc_wildwest_smoke","fx_dynamite05_s","false","true",200,11,"Origin","0;0;0"
,"hero_rc_wildwest_tumbleweed","Root","false","true",2000,0,"World","0;0;0"
"skin_rc_wildwest_celebrate","skin_wildwest_rc_sparks","fx_dynamite01_s","false","true",200,25,"LockTransform","0;0;0"
,"skin_wildwest_rc_sparks","fx_dynamite02_s","false","true",200,25,"LockTransform","0;0;0"
,"skin_wildwest_rc_sparks","fx_dynamite03_s","false","true",200,25,"LockTransform","0;0;0"
,"skin_wildwest_rc_sparks","fx_dynamite04_s","false","true",200,25,"LockTransform","0;0;0"
,"skin_wildwest_rc_sparks","fx_dynamite05_s","false","true",200,25,"LockTransform","0;0;0"
"skin_bk_wildwest_wardrobe","hero_bk_wildwest_tumbleweed","Root","false","true",2000,0,"World","0;0;0"
"skin_aq_clash_games_wardrobe","skin_clash_games_aq_ribbon","Root","false","true",8000,11,"World","0;0;0"
,"skin_clash_games_aq_sparkle","fx_medal_s","false","true",200,11,"LockTransform","0;0;0"
,"skin_clash_games_aq_arrow_spark","arrow2_s","false","true",200,11,"Origin","0;0;0"
"skin_bk_clash_games_wardrobe","skin_clash_games_bk_ribbon","Root","false","true",8000,11,"World","0;0;0"
,"skin_clash_games_bk_sparkle","fx_medal_s","false","true",20,11,"LockTransform","90;0;0"
"skin_gw_clash_games_wardrobe","skin_clash_games_gw_sparkle","fx_medal_s","false","true",200,11,"LockTransform","0;0;0"
,"hero_clash_games_gw_fire1","fx_torch_s","false","true",1200,0,"LockTransform","0;0;0"
,"hero_clash_games_gw_fire_spark","fx_torch_s","false","true",800,0,"LockTransform","0;0;0"
,"skin_clash_games_gw_ribbon","Root","false","true",8000,0,"World","0;0;0"
"skin_gw_clash_games_idle","skin_clash_games_gw_sparkle","fx_medal_s","false","true",200,11,"LockTransform","0;0;0"
,"hero_clash_games_gw_fire1","fx_torch_s","false","true",1200,11,"LockTransform","0;0;0"
,"hero_clash_games_gw_fire_spark","fx_torch_s","false","true",800,11,"Origin","0;0;0"
"skin_gw_clash_games_die","skin_clash_games_gw_sparkle","fx_medal_s","false","true",200,11,"LockTransform","0;0;0"
,"hero_clash_games_gw_fire_spark","fx_torch_s","false","true",800,11,"LockTransform","0;0;0"
"skin_bc_steampunk_wardrobe","skin_bc_steampunk_dust","Root","false","true",1000,0,"LockTransform","90;0;0"
"skin_bc_steampunk_walk","skin_bc_steampunk_dust_no_delay","Root","false","true",1000,0,"Origin","90;0;0"
"skin_bc_steampunk_idle","skin_bc_steampunk_dust_no_delay","Root","false","true",1000,0,"LockTransform","90;0;0"
"skin_gw_ttrpg_wardrobe","skin_gw_ttrpg_mist","Root","false","true",500,0,"Origin","90;0;0"
,"skin_gw_ttrpg_sparks","Root","false","true",200,0,"Origin","90;0;0"
,"skin_gw_ttrpg_gem_shine","fx_jewel_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_ttrpg_candle","staffFlame_s","false","true",200,30,"Transform","90;0;0"
,"skin_gw_ttrpg_candle_sparks","staffFlame_s","false","true",500,30,"Origin","90;0;0"
,"skin_gw_ttrpg_gem_light","fx_jewel_s","false","true",500,20,"LockTransform","90;0;0"
"skin_aq_ttrpg_wardrobe","skin_aq_ttrpg_mist","Root","false","true",500,0,"Origin","90;0;0"
,"skin_aq_ttrpg_sparks","Root","false","true",200,0,"Origin","90;0;0"
,"skin_aq_ttrpg_gem_shine","fx_jewel_s","false","true",100,10,"LockTransform","0;0;0"
,"skin_aq_ttrpg_arrow_relase","bow_s","true","true",1000,30,"LockTransform","0;0;0"
"skin_bk_ttrpg_wardrobe","skin_bk_ttrpg_mist","Root","false","true",500,0,"Origin","90;0;0"
,"skin_bk_ttrpg_sparks","Root","false","true",200,0,"Origin","90;0;0"
,"skin_bk_ttrpg_gem_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_axe01_s","false","true",200,40,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_axe02_s","false","true",200,40,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_jewel_s","false","true",200,40,"LockTransform","0;0;0"
,"skin_bk_ttrpg_sparks_axe","fx_axe01_s","false","true",200,20,"Origin","90;0;0"
,"skin_bk_ttrpg_axe_hit","fx_axe01_s","false","true",200,20,"Origin","0;0;0"
,"skin_bk_ttrpg_eye_shine","L_eye_s","false","true",100,6,"LockTransform","0;0;0"
,"skin_bk_ttrpg_eye_shine","R_eye_s","false","true",100,6,"LockTransform","0;0;0"
"skin_rc_ttrpg_wardrobe","skin_rc_ttrpg_mist","Root","false","true",500,0,"Origin","90;0;0"
,"skin_rc_ttrpg_sparks","Root","false","true",200,0,"Origin","0;0;0"
,"skin_rc_ttrpg_gem_shine","fx_shield_s","false","true",500,10,"LockTransform","0;0;0"
,"skin_rc_ttrpg_sword_shine","fx_spear_s","false","true",1000,30,"LockTransform","0;0;0"
,"skin_rc_ttrpg_sparks_spear","fx_spear_s","false","true",500,20,"Origin","0;0;0"
,"skin_rc_ttrpg_halo","Root","false","true",5000,-100,"LockTransform","0;0;90"
"skin_aq_ttrpg_walk","skin_aq_ttrpg_mist_ingame","Root","false","true",500,0,"Origin","90;0;0"
,"skin_aq_ttrpg_sparks_ingame","Root","false","true",200,0,"Origin","0;0;0"
,"skin_aq_ttrpg_gem_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
"skin_aq_ttrpg_idle","skin_aq_ttrpg_mist_ingame","Root","false","true",500,0,"Origin","90;0;0"
,"skin_aq_ttrpg_sparks_ingame","Root","false","true",200,0,"Origin","0;0;0"
,"skin_aq_ttrpg_gem_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
"skin_aq_ttrpg_attack","skin_aq_ttrpg_mist_ingame","Root","false","true",500,0,"Origin","90;0;0"
,"skin_aq_ttrpg_sparks_ingame","Root","false","true",200,0,"Origin","0;0;0"
,"skin_aq_ttrpg_gem_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
"skin_aq_ttrpg_celebrate","skin_aq_ttrpg_mist_ingame","Root","false","true",500,0,"Origin","90;0;0"
,"skin_aq_ttrpg_sparks_ingame","Root","false","true",200,0,"Origin","0;0;0"
,"skin_aq_ttrpg_gem_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
"skin_aq_ttrpg_menu","skin_aq_ttrpg_gem_shine","fx_jewel_s","false","true",100,10,"LockTransform","0;0;0"
"skin_bk_ttrpg_walk","skin_bk_ttrpg_mist_ingame","Root","false","true",500,10,"Origin","90;0;0"
,"skin_bk_ttrpg_sparks_ingame","Root","false","true",200,10,"Origin","90;0;0"
,"skin_bk_ttrpg_gem_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_axe01_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_axe02_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
"skin_bk_ttrpg_attack","skin_bk_ttrpg_mist_ingame","Root","false","true",500,10,"Origin","90;0;0"
,"skin_bk_ttrpg_sparks_ingame","Root","false","true",200,10,"Origin","90;0;0"
,"skin_bk_ttrpg_gem_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_axe01_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_axe02_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
"skin_bk_ttrpg_celebrate","skin_bk_ttrpg_mist_ingame","Root","false","true",500,10,"Origin","90;0;0"
,"skin_bk_ttrpg_sparks_ingame","Root","false","true",200,10,"Origin","90;0;0"
,"skin_bk_ttrpg_gem_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_axe01_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_axe02_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
"skin_bk_ttrpg_idle","skin_bk_ttrpg_mist_ingame","Root","false","true",500,10,"Origin","90;0;0"
,"skin_bk_ttrpg_sparks_ingame","Root","false","true",200,10,"Origin","90;0;0"
,"skin_bk_ttrpg_gem_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_axe01_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_axe02_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
"skin_bk_ttrpg_menu","skin_bk_ttrpg_gem_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_axe01_s","false","true",200,40,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_axe02_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_bk_ttrpg_axe_shine","fx_jewel_s","false","true",200,10,"LockTransform","0;0;0"
"skin_gw_ttrpg_menu","skin_gw_ttrpg_gem_shine","fx_jewel_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_ttrpg_candle","staffFlame_s","false","true",1000,20,"Origin","90;0;0"
,"skin_gw_ttrpg_candle_sparks","staffFlame_s","false","true",500,30,"Origin","90;0;0"
"skin_gw_ttrpg_walk","skin_gw_ttrpg_mist_ingame","Root","false","true",500,0,"Origin","90;0;0"
,"skin_gw_ttrpg_sparks_ingame","Root","false","true",200,0,"Origin","90;0;0"
,"skin_gw_ttrpg_candle","staffFlame_s","false","true",1000,20,"Origin","90;0;0"
,"skin_gw_ttrpg_candle_sparks","staffFlame_s","false","true",500,30,"Origin","90;0;0"
"skin_rc_ttrpg_menu","skin_rc_ttrpg_gem_shine","fx_shield_s","false","true",200,10,"LockTransform","0;0;0"
,"skin_rc_ttrpg_sword_shine","fx_spear_s","false","true",2000,10,"LockTransform","0;0;0"
,"skin_rc_ttrpg_gem_shine","fx_shield_s","false","true",500,10,"LockTransform","0;0;0"
,"skin_rc_ttrpg_sword_shine","fx_spear_s","false","true",500,10,"LockTransform","0;0;0"
,"skin_rc_ttrpg_sparks_spear","fx_spear_s","false","true",1000,20,"Origin","0;0;0"
"skin_gw_ttrpg_idle","skin_gw_ttrpg_mist_ingame","Root","false","true",500,0,"Origin","90;0;0"
,"skin_gw_ttrpg_sparks_ingame","Root","false","true",200,0,"Origin","90;0;0"
,"skin_gw_ttrpg_candle","staffFlame_s","false","true",1000,20,"Origin","90;0;0"
,"skin_gw_ttrpg_candle_sparks","staffFlame_s","false","true",500,30,"Origin","90;0;0"
"skin_gw_ttrpg_attack","skin_gw_ttrpg_mist_ingame","Root","false","true",500,0,"Origin","90;0;0"
,"skin_gw_ttrpg_sparks_ingame","Root","false","true",200,0,"Origin","90;0;0"
,"skin_gw_ttrpg_candle","staffFlame_s","false","true",1000,20,"Origin","90;0;0"
,"skin_gw_ttrpg_candle_sparks","staffFlame_s","false","true",500,30,"Origin","90;0;0"
"skin_gw_ttrpg_celebrate","skin_gw_ttrpg_mist_ingame","Root","false","true",500,0,"Origin","90;0;0"
,"skin_gw_ttrpg_sparks_ingame","Root","false","true",200,0,"Origin","90;0;0"
,"skin_gw_ttrpg_candle","staffFlame_s","false","true",1000,20,"Origin","90;0;0"
,"skin_gw_ttrpg_candle_sparks","staffFlame_s","false","true",500,30,"Origin","90;0;0"
"skin_rc_ttrpg_attack","skin_rc_ttrpg_mist_ingame","Root","false","true",500,0,"Origin","90;0;0"
,"skin_rc_ttrpg_sparks_ingame","Root","false","true",200,0,"Origin","90;0;0"
,"skin_rc_ttrpg_sparks_spear","fx_spear_s","false","true",500,20,"Origin","0;0;0"
"skin_rc_ttrpg_idle","skin_rc_ttrpg_mist_ingame","Root","false","true",500,0,"Origin","90;0;0"
,"skin_rc_ttrpg_sparks_ingame","Root","false","true",200,0,"Origin","90;0;0"
,"skin_rc_ttrpg_sparks_spear","fx_spear_s","false","true",500,20,"Origin","0;0;0"
"skin_rc_ttrpg_celebrate","skin_rc_ttrpg_mist_ingame","Root","false","true",500,0,"Origin","90;0;0"
,"skin_rc_ttrpg_sparks_ingame","Root","false","true",200,0,"Origin","90;0;0"
,"skin_rc_ttrpg_sparks_spear","fx_spear_s","false","true",500,20,"Origin","0;0;0"
"skin_rc_ttrpg_walk","skin_rc_ttrpg_mist_ingame","Root","false","true",500,0,"Origin","90;90;0"
,"skin_rc_ttrpg_sparks_ingame","Root","false","true",200,0,"Origin","90;90;0"
,"skin_rc_ttrpg_sparks_spear","fx_spear_s","false","true",500,20,"Origin","0;0;0"
"skin_bk_anime_wardrobe","skin_bk_anime_glint_01","fx_crown_s","false","true",2000,10,"LockTransform","0;0;0"
,"skin_bk_anime_dust_01","L_toe_s","false","true",3000,0,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01a","fx_shoulderguard_s","false","true",0,10,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01b","fx_knuckle_s","false","false",0,10,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01c","fx_sword2_s","false","true",3000,10,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01","fx_sword_s","false","false",0,20,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01d","fx_chestJewel_s","false","false",0,5,"LockTransform","0;0;0"
,"skin_bk_anime_speed_lines","fx_chestJewel_s","false","true",5000,50,"LockTransform","0;0;0"
,"skin_bk_anime_glint_02","fx_chestJewel_s","false","true",3000,50,"LockTransform","0;0;0"
,"skin_gw_anime_slash_04","fx_sword_s","false","true",3000,50,"LockTransform","0;0;0"
,"skin_gw_anime_slash_06","fx_chestJewel_s","false","true",5000,50,"LockTransform","0;0;0"
"skin_gw_anime_wardrobe","skin_gw_anime_electric_08","book_s","false","true",500,10,"LockTransform","0;0;0"
,"skin_gw_anime_sparks","L_middle_01_s","false","true",200,10,"Origin","0;0;0"
,"skin_gw_anime_electric_10","book_s","false","true",200,20,"LockTransform","0;0;0"
,"skin_gw_anime_glint_03","fx_bookBack_s","false","true",200,20,"LockTransform","0;0;0"
,"skin_gw_anime_glow_a","fx_staff_jewel_s","false","true",2000,60,"LockTransform","0;0;0"
,"skin_gw_anime_glow","L_middle_01_s","false","true",2000,20,"LockTransform","0;0;0"
,"skin_gw_anime_dust_10","book_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_gw_anime_electric_07b","fx_staff_jewel_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_gw_anime_electric_07a","book_s","false","true",50,50,"LockTransform","0;0;0"
,"skin_gw_anime_electric_08a","L_middle_01_s","false","true",2000,50,"LockTransform","0;0;0"
,"skin_gw_anime_glint_03a","fx_belt_s","false","false",0,50,"LockTransform","0;0;0"
"skin_rc_anime_wardrobe","skin_rc_anime_dust_06","L_ankle_s","false","true",2000,0,"LockTransform","0;0;0"
,"skin_rc_anime_dust_01","fx_shield_s","false","true",5000,50,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01","fx_spear_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_rc_anime_glint_02","fx_spear_s","false","true",500,200,"LockTransform","0;0;0"
,"skin_rc_anime_dust_10","fx_shield_s","false","true",500,30,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01a","fx_crown_s","false","false",20,30,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01b","shield_s","false","false",20,5,"LockTransform","0;0;0"
"skin_aq_anime_wardrobe","skin_aq_anime_glint_01","fx_crownFront_s","false","true",500,10,"LockTransform","90;0;0"
,"skin_aq_anime_dust_01","fx_crossbowButt_s","false","true",500,0,"LockTransform","0;0;0"
,"skin_aq_anime_glint_02b","crossbow_s","false","true",0,10,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01b","fx_bracelet_s","false","false",0,10,"LockTransform","0;0;0"
,"skin_aq_anime_glint_02","crossbow_s","false","false",0,50,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01a","fx_crownSide_s","false","false",0,10,"LockTransform","0;0;0"
,"skin_aq_anime_glint_02a","fx_arrow_s","false","true",500,50,"LockTransform","0;0;0"
,"skin_aq_anime_dust_10","R_ankle_s","false","true",5000,50,"LockTransform","0;0;0"
,"skin_aq_anime_speed_lines","beltruban1_s","false","true",5000,100,"LockTransform","0;0;0"
,"skin_aq_anime_dust_10","crossbow_s","false","true",2000,10,"LockTransform","0;0;0"
,"skin_aq_anime_dust_10a","R_ankle_s","false","true",2000,10,"LockTransform","0;0;0"
,"skin_aq_anime_dust_01a","L_ankle_s","false","true",2000,20,"LockTransform","0;0;0"
"skin_aq_anime_attack","skin_aq_anime_glint_01_ingame","fx_crownSide_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01a_ingame","fx_bracelet_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01b_ingame","crossbow_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01_ingame","fx_arrow_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_02_ingame","crossbow_s","false","true",100,15,"LockTransform","0;0;0"
"skin_aq_anime_celebrate","skin_aq_anime_glint_01_ingame","fx_crownSide_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01a_ingame","fx_bracelet_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01b_ingame","crossbow_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01_ingame","fx_arrow_s","false","true",100,15,"LockTransform","0;0;0"
"skin_aq_anime_idle","skin_aq_anime_glint_01_ingame","fx_crownSide_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01a_ingame","fx_bracelet_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01b_ingame","crossbow_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01_ingame","fx_arrow_s","false","true",100,15,"LockTransform","0;0;0"
"skin_aq_anime_menu","skin_aq_anime_glint_01_ingame","fx_crownSide_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01a_ingame","fx_bracelet_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01b_ingame","crossbow_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01_ingame","fx_arrow_s","false","true",100,15,"LockTransform","0;0;0"
"skin_aq_anime_walk","skin_aq_anime_glint_01_ingame","fx_crownSide_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01a_ingame","fx_bracelet_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01b_ingame","crossbow_s","false","true",100,15,"LockTransform","0;0;0"
,"skin_aq_anime_glint_01_ingame","fx_arrow_s","false","true",100,15,"LockTransform","0;0;0"
"skin_bk_anime_attack","skin_bk_anime_glint_01_ingame","fx_shoulderguard_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01a","fx_knuckle_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01c","fx_sword_s","false","true",200,50,"LockTransform","0;0;0"
"skin_bk_anime_celebrate","skin_bk_anime_glint_01_ingame","fx_shoulderguard_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01a","fx_knuckle_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01c","fx_sword_s","false","true",200,50,"LockTransform","0;0;0"
"skin_bk_anime_idle","skin_bk_anime_glint_01_ingame","fx_shoulderguard_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01a","fx_knuckle_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01c","fx_sword_s","false","true",200,50,"LockTransform","0;0;0"
"menu","skin_bk_anime_gem_shine","crown_s","false","true",2000,20,"LockTransform","0;0;0"
,"hero_bk_anime_trail","sword_s","false","true",2000,0,"LockTransform","0;0;0"
,"hero_bk_anime_trail2","sword_s","false","true",2000,0,"Origin","0;0;0"
"skin_bk_anime_menu","skin_bk_anime_glint_01_ingame","fx_shoulderguard_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01a","fx_knuckle_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01c","fx_sword_s","false","true",200,50,"LockTransform","0;0;0"
"skin_bk_anime_walk","skin_bk_anime_glint_01_ingame","fx_shoulderguard_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01a","fx_knuckle_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_bk_anime_glint_01c","fx_sword_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_bk_anime_dust_01_ingame","L_toe_s","false","true",200,50,"LockTransform","0;0;0"
"skin_gw_anime_attack","skin_gw_anime_glow_a","fx_staff_jewel_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_glow","L_middle_01_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_sparks_ingame","L_middle_01_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_electric_07b","fx_staff_jewel_s","false","true",200,20,"LockTransform","90;0;0"
"skin_gw_anime_celebrate","skin_gw_anime_glow_a","fx_staff_jewel_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_glow","L_middle_01_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_sparks_ingame","L_middle_01_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_electric_07b","fx_staff_jewel_s","false","true",200,20,"LockTransform","90;0;0"
"skin_gw_anime_celebrate_air","skin_gw_anime_glow_a","fx_staff_jewel_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_glow","L_middle_01_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_sparks_ingame","L_middle_01_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_electric_07b","fx_staff_jewel_s","false","true",200,20,"LockTransform","90;0;0"
"skin_gw_anime_idle","skin_gw_anime_glow_a","fx_staff_jewel_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_glow","L_middle_01_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_sparks_ingame","L_middle_01_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_electric_07b","fx_staff_jewel_s","false","true",200,20,"LockTransform","90;0;0"
"skin_gw_anime_menu","skin_gw_anime_glow_a","fx_staff_jewel_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_glow","L_middle_01_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_sparks_ingame","L_middle_01_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_electric_07b","fx_staff_jewel_s","false","true",200,20,"LockTransform","90;0;0"
"skin_gw_anime_walk","skin_gw_anime_glow_a","fx_staff_jewel_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_glow","L_middle_01_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_sparks_ingame","L_middle_01_s","false","true",200,10,"LockTransform","90;0;0"
,"skin_gw_anime_electric_07b","fx_staff_jewel_s","false","true",200,20,"LockTransform","90;0;0"
"skin_rc_anime_attack","skin_rc_anime_glint_01","fx_spear_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01_ingame","fx_spear_s","false","true",500,200,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01a","fx_crown_s","false","true",20,30,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01b","shield_s","false","true",20,5,"LockTransform","0;0;0"
"skin_rc_anime_celebrate","skin_rc_anime_glint_01","fx_spear_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01_ingame","fx_spear_s","false","true",500,200,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01a","fx_crown_s","false","true",20,30,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01b","shield_s","false","true",20,5,"LockTransform","0;0;0"
"skin_rc_anime_idle","skin_rc_anime_glint_01","fx_spear_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01_ingame","fx_spear_s","false","true",500,200,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01a","fx_crown_s","false","true",20,30,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01b","shield_s","false","true",20,5,"LockTransform","0;0;0"
"skin_rc_anime_menu","skin_rc_anime_glint_01","fx_spear_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01_ingame","fx_spear_s","false","true",500,200,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01a","fx_crown_s","false","true",20,30,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01b","shield_s","false","true",20,5,"LockTransform","0;0;0"
"skin_rc_anime_walk","skin_rc_anime_glint_01","fx_spear_s","false","true",200,50,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01_ingame","fx_spear_s","false","true",500,200,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01a","fx_crown_s","false","true",20,30,"LockTransform","0;0;0"
,"skin_rc_anime_glint_01b","shield_s","false","true",20,5,"LockTransform","0;0;0"
