"Name","VisualLevel","TID","InfoTID","Speed","Hitpoints","UpgradeTimeH","UpgradeResource","UpgradeCost","RequiredTownHallLevel","AttackRange","AltAttackRange","AttackSpeed","CoolDownOverride","DPS","PreferedTargetDamageMod","DamageRadius","IconSWF","IconExportName","BigPicture","BigPictureSWF","SmallPicture","SmallPictureSWF","Projectile","RageProjectile","PreferedTargetBuilding","DeployEffect","AttackEffect","AttackEffectAlt","HitEffect","HitEffectActive","IsFlying","AirTargets","GroundTargets","IsJumper","AttackCount","DieEffect","Animation","ActivationTime","ActiveDuration","AbilityAttackCount","AnimationActivated","MaxSearchRadiusForDefender","HousingSpace","HealerWeight","SpecialAbilityEffect","RegenerationTimeMinutes","TrainingTime","TrainingResource","TrainingCost","CelebrateEffect","SleepOffsetX","SleepOffsetY","PatrolRadius","AbilityTriggerEffect","AbilityAffectsHero","AbilityAffectsCharacter","AbilityRadius","AbilityTime","AbilityOnce","AbilityCooldown","AbilitySpeedBoost","AbilitySpeedBoost2","AbilityDamageBoostPercent","AbilitySummonTroop","AbilitySummonTroopCount","AbilityStealth","AbilityDamageBoostOffset","AbilityHealthIncrease","AbilityShieldProjectileSpeed","AbilityShieldProjectileDamageMod","AbilityTID","AbilityDescTID","AbilityIcon","AbilityBigPictureExportName","AbilityDelay","StrengthWeight","StrengthWeight2","AlertRadius","Scale","AuraSpell","AuraSpellLevel","AuraTID","AuraDescTID","AuraBigPictureExportName","AbilitySpell","AbilitySpellLevel","RetributionSpell","RetributionSpellLevel","RetributionSpellTriggerHealth","HasAltMode","AltModeFlying","AltModeAnimation","PreferedTargetBuildingClass","NoAttackOverWalls","TargetGroups","FightWithGroups","TargetGroupsRadius","TargetGroupsRange","TargetGroupsMinWeight","SmoothJump","WakeUpSpeed","WakeUpSpace","FriendlyGroupWeight","EnemyGroupWeight","AttackEffectShared","TargetedEffectOffset","TriggersTraps","VillageType","NoDefence","PreAttackEffect","AbilityAffectsSummonedUnits","DefaultSkin","AbilityProjectile","AbilityProjectileBounces","AbilityProjectileRange","AbilityProjectileCount","UseAutoHeroAbility","NewTargetAttackDelay","AbilityDamage","Gender","SpecialAbilities","SpecialAbilitiesLevel","AvoidNoiseInAttackPositionSelection","AbilityExtraPowerMaxLevel","PreviewScenario","AltPreviewScenario","ItemSlotCount","DefaultItems","MigrationGearLevel"
,49,,,,1572,60,,51500,11,,,,,445,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,5200,,,,,,,13,,920,350,,,,,,,,8961,5620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,8
,50,,,,1606,66,,54000,11,,,,,456,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,5400,,,,,,,14,,1020,375,,,,,,,,9326,5907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,8
,51,,,,1646,66,,56500,12,,,,,465,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,5400,,,,,,,14,,1020,375,,,,,,,,9530,6036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,9
,52,,,,1688,66,,59000,12,,,,,474,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,5400,,,,,,,14,,1020,375,,,,,,,,9739,6168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,9
,53,,,,1730,66,,61500,12,,,,,485,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,5400,,,,,,,14,,1020,375,,,,,,,,9972,6316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,9
,54,,,,1774,66,,64000,12,,,,,495,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,5400,,,,,,,14,,1020,375,,,,,,,,10198,6458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,9
,55,,,,1819,69,,66500,12,,,,,505,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,5600,,,,,,,15,,1120,400,,,,,,,,10773,6777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,9
,56,,,,1865,69,,69000,12,,,,,515,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,5600,,,,,,,15,,1120,400,,,,,,,,11011,6926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,10
,57,,,,1912,69,,71500,12,,,,,526,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,5600,,,,,,,15,,1120,400,,,,,,,,11264,7086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,10
,58,,,,1960,69,,74000,12,,,,,537,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,5600,,,,,,,15,,1120,400,,,,,,,,11520,7246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,10
,59,,,,2010,69,,76500,12,,,,,548,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,5600,,,,,,,15,,1120,400,,,,,,,,11780,7410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,10
,60,,,,2060,72,,79000,12,,,,,559,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,5800,,,,,,,16,,1220,425,,,,,,,,12429,7768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,10
,61,,,,2111,72,,81500,12,,,,,570,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,5800,,,,,,,16,,1220,425,,,,,,,,12700,7938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,11
,62,,,,2164,72,,84000,12,,,,,581,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,5800,,,,,,,16,,1220,425,,,,,,,,12977,8110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,11
,63,,,,2218,72,,86500,12,,,,,593,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,5800,,,,,,,16,,1220,425,,,,,,,,13268,8293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,11
,64,,,,2274,72,,89000,12,,,,,605,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,5800,,,,,,,16,,1220,425,,,,,,,,13565,8478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,11
,65,,,,2330,78,,91500,12,,,,,617,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,6000,,,,,,,17,,1300,450,,,,,,,,14296,8881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,11
,66,,,,2384,78,,94000,13,,,,,628,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,6000,,,,,,,17,,1300,450,,,,,,,,14583,9059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,12
,67,,,,2432,78,,96500,13,,,,,638,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,6000,,,,,,,17,,1300,450,,,,,,,,14842,9220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,12
,68,,,,2476,78,,99000,13,,,,,648,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,6000,,,,,,,17,,1300,450,,,,,,,,15090,9374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,12
,69,,,,2516,78,,101500,13,,,,,656,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,6000,,,,,,,17,,1300,450,,,,,,,,15301,9505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,12
,70,,,,2552,84,,104000,13,,,,,664,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,6200,,,,,,,18,,1370,475,,,,,,,,15972,9865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,12
,71,,,,2584,84,,107000,13,,,,,671,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,6200,,,,,,,18,,1370,475,,,,,,,,16154,9978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,13
,72,,,,2616,84,,110500,13,,,,,677,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,6200,,,,,,,18,,1370,475,,,,,,,,16323,10082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,13
,73,,,,2648,84,,114500,13,,,,,682,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,6200,,,,,,,18,,1370,475,,,,,,,,16478,10177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,13
,74,,,,2680,84,,117000,13,,,,,687,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,6200,,,,,,,18,,1370,475,,,,,,,,16633,10273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,13
,75,,,,2712,90,,119500,13,,,,,692,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,6400,,,,,,,19,,1430,500,,,,,,,,17282,10616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,13
,76,,,,2740,90,,122000,14,,,,,697,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,6400,,,,,,,19,,1430,500,,,,,,,,17430,10707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,14
,77,,,,2768,90,,124500,14,,,,,701,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,6400,,,,,,,19,,1430,500,,,,,,,,17564,10790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,14
,78,,,,2796,90,,127000,14,,,,,706,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,6400,,,,,,,19,,1430,500,,,,,,,,17713,10881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,14
,79,,,,2824,90,,129500,14,,,,,710,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,6400,,,,,,,19,,1430,500,,,,,,,,17847,10963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,14
,80,,,,2852,96,,132000,14,,,,,714,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,6600,,,,,,,20,,1480,525,,,,,,,,18495,11303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,14
,81,,,,2880,96,,134000,15,,,,,717,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,6600,,,,,,,20,,1480,525,,,,,,,,18619,11378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,15
,82,,,,2904,96,,136000,15,,,,,721,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,6600,,,,,,,20,,1480,525,,,,,,,,18746,11456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,15
,83,,,,2928,96,,138000,15,,,,,724,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,6600,,,,,,,20,,1480,525,,,,,,,,18858,11524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,15
,84,,,,2952,96,,140000,15,,,,,728,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,6600,,,,,,,20,,1480,525,,,,,,,,18985,11602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,15
,85,,,,2976,96,,141000,15,,,,,731,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,6800,,,,,,,21,,1520,550,,,,,,,,19628,11936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,15
,86,,,,3000,96,,142000,15,,,,,734,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,6800,,,,,,,21,,1520,550,,,,,,,,19743,12006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,15
,87,,,,3024,96,,143000,15,,,,,738,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,6800,,,,,,,21,,1520,550,,,,,,,,19873,12085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,15
,88,,,,3048,96,,144000,15,,,,,741,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,6800,,,,,,,21,,1520,550,,,,,,,,19989,12155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,15
,89,,,,3072,96,,145000,15,,,,,745,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,6800,,,,,,,21,,1520,550,,,,,,,,20119,12235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,15
,90,,,,3096,96,,150000,15,,,,,748,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,7000,,,,,,,22,,1560,575,,,,,,,,20781,12578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,15
,91,,,,3120,96,,155000,16,,,,,751,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,7000,,,,,,,22,,1560,575,,,,,,,,20900,12650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,15
,92,,,,3144,96,,160000,16,,,,,755,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,7000,,,,,,,22,,1560,575,,,,,,,,21034,12731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,15
,93,,,,3168,96,,165000,16,,,,,758,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,7000,,,,,,,22,,1560,575,,,,,,,,21152,12803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,15
,94,,,,3192,96,,170000,16,,,,,762,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,7000,,,,,,,22,,1560,575,,,,,,,,21286,12884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,15
,95,,,,3216,,,,16,,,,,765,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,7200,,,,,,,23,,1600,600,,,,,,,,21968,13237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,,,,,15
"Grand Warden",1,"TID_GRAND_WARDEN","TID_HERO_INSTRUCTIONS_WARDEN",200,850,1,"Elixir",500000,11,700,650,1800,1050,43,1,,"sc/ui.sc","icon_hero_grandwarden","unit_elder_big","sc/info_ancientelder.sc","unit_grandwarden_small","sc/ui.sc",,,,"Hero Deploy",,,"Grand Warden Hit",,"FALSE","TRUE","TRUE","TRUE",,,,,,,,900,25,15,"Building Ready",20,,"Elixir",,"Grand Warden Scream",70,-50,300,,"TRUE",,,,"TRUE",0,,,,,0,"FALSE",0,0,,,"TID_HERO_ABILITY_WARDEN_TITLE","TID_HERO_ABILITY_WARDEN_DESC","icon_hero_grandwarden_ability1","unit_elder_ability_big",0,6150,2982,1300,,"GrandWardenRangeRing",0,,,,,,,,,"TRUE","TRUE",,,,,"TRUE",500,1300,2000,"TRUE",792,1,0,500,"Grand Warden Statue Attack",-50,"TRUE",,,,,"GrandWardenDefault",,,,,"TRUE",,,"M","GrandWardenAbilityHeal","1","TRUE",,"HeroGrandWarden","HeroGrandWardenAir",2,"Eternal Tome; Life Gem;",1
,2,,,,868,2,,550000,11,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,6300,3046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,1
,3,,,,886,4,,600000,11,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,6450,3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,1
,4,,,,904,5,,700000,11,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,6600,3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,2
,5,,,,923,6,,750000,11,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,7000,3317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"HeroGrandWardenLVL5","HeroGrandWardenLVL5Air",,,2
,6,,,,942,7,,850000,11,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,7150,3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,3
,7,,,,961,8,,900000,11,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,7300,3496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,3
,8,,,,982,9,,1000000,11,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,7450,3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,4
,9,,,,1003,12,,1150000,11,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,7600,3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,4
,10,,,,1025,18,,1350000,11,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,8000,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,5
,11,,,,1048,18,,1500000,11,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,8150,3940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,5
,12,,,,1072,18,,1700000,11,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,8300,4038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,6
,13,,,,1097,18,,1850000,11,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,8450,4167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,6
,14,,,,1122,18,,2050000,11,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,8600,4283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,7
,15,,,,1148,24,,2200000,11,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,9000,4476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,7
,16,,,,1173,24,,2400000,11,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,9300,4593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,8
,17,,,,1199,24,,2550000,11,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,9600,4713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,8
,18,,,,1224,24,,2750000,11,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,9900,4844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,8
,19,,,,1250,24,,3000000,11,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,10200,4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,8
,20,,,,1275,30,,3250000,11,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,11000,5165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,8
,21,,,,1301,30,,3300000,12,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,11300,5301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,9
,22,,,,1327,30,,3350000,12,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,11600,5438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,9
,23,,,,1354,30,,3400000,12,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,11900,5577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,9
,24,,,,1381,30,,3450000,12,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,12200,5731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,9
,25,,,,1409,36,,3500000,12,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,13000,5967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,9
,26,,,,1438,36,,3550000,12,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,13300,6129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,9
