"Name","SWF","ExportName","ParticleEmitter","AltParticleEmitter","EmitterDelayMs","IsoLayer","CameraShake","CameraShakeTimeMS","CameraShakeInReplay","AttachToParent","OrientToParent","SortInFrontOfParent","DestroyWhenParentDies","DetachAfterStart","Targeted","Looping","Beam","SpawnLimit","MinLifeTime","Sound","Volume","MinPitch","MaxPitch","SoundDelay","StopSound","PitchIncrease","FadeMusic","OffsetFromGunBone","AttachLocator","OffsetX","OffsetY","OffsetZ","Scale","LifeTimeScale","MaxInstances","SpawnEffect","SpawnEffectDelay","FadeIn","FadeOut","ParticleEmitter3D"
,,,"DefenceHit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grand Warden Scream",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Grand Warden Statue Attack",,,"grandwarden_statue_hit",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,"sfx/grand_warden_attack_01.ogg",80,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"GrandWarden Attack",,,"grandwarden_hit",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,"sfx/grand_warden_attack_01.ogg",80,95,105,0,FALSE,0,FALSE,TRUE,,0,0,0,100,100,0,,,0,0,
"GrandWarden Attack Air",,,"grandwarden_hit_air",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,"sfx/grand_warden_attack_01.ogg",80,95,105,0,FALSE,0,FALSE,TRUE,,0,0,0,100,100,0,,,0,0,
"GrandWarden Attack Mute",,,"grandwarden_hit",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,TRUE,,0,0,0,100,100,0,,,0,0,
"GrandWarden Attack Air Mute",,,"grandwarden_hit_air",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,TRUE,,0,0,0,100,100,0,,,0,0,
"GrandWarden Shield",,,"grandwarden_shield1",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/grand_warden_shield_01.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"grandwarden_shield2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrandWarden_Default_Atk",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/Grand_Warden_Default_Attack.ogg",80,100,100,0,TRUE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"GrandWarden_Default_Atk_Fly",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/Grand_Warden_Default_Attack_Fly.ogg",80,100,100,0,TRUE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Grandwarden_Default_Cheer_Fly_SFX",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2000,"sfx/Grand_Warden_Default_Cheer_Fly.ogg",90,100,100,0,TRUE,0,TRUE,FALSE,,0,0,0,100,100,0,,,0,0,
"Grandwarden_Default_Cheer_SFX",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2000,"sfx/Grand_Warden_Default_Cheer.ogg",90,100,100,0,TRUE,0,TRUE,FALSE,,0,0,0,100,100,0,,,0,0,
"Grandwarden_Default_Menu_SFX",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6000,"sfx/Grand_Warden_Default_Menu.ogg",90,100,100,0,TRUE,0,TRUE,FALSE,,0,0,0,100,100,0,,,0,0,
"Grave Golem Attack",,,"Golem_hit",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/grave_golem_atk_01.ogg",80,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Stone debris",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grave Golem Deploy",,,"Deploy",,0,"Objects",20,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/grave_golem_deploy_01.ogg",90,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Place",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grave Golem Summon",,,"witch_lightrays",,0,"Ground",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/grave_golem_summon_01.ogg",80,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"witch_summon_area_glow",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"witch_summon_area_edge",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"witch_rings",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grave_Golem_Split",,,"Stone_explosion",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/grave_golem_die_01.ogg",80,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_lightFlash2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_ballsBig",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Golem_hit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Golem Split 1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Golem Split 2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Growth aura",,,"growth_aura_glow",,0,"Ground",0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,250,
,,,"growth_aura_ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GWHealAuraEffect",,,"HeroEquip_HealTome_heal_ring",,0,"Ground",0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/bottle_heal_magic_03.ogg",60,90,90,0,FALSE,0,FALSE,FALSE,,0,0,0,180,100,0,,,0,0,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"HeroEquip_HealTome_heal_ring2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"HeroEquip_HealTome_heal_ring3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"HeroEquip_HealTome_heal_ring4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"HeroEquip_HealTome_heal_ring_lightrays",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GWHealAuraEffectTop",,,"heal_ring5",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,180,100,0,,,0,0,
"GWRageAuraEffect",,,"HeroEquip_AngryTome_rage_flyingLine1",,0,"Ground",0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,180,100,0,,,0,0,
,,,"Hero_Equip_AngryTome_RingOutter",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Hero_equip_AngryTome_rage_ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GWRageAuraEffectTop",,,"rage_smokeRing",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,180,100,0,,,0,0,
,,,"rage_glowParticles",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_smokeRing4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_smokeRing2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_smokeRing5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_smokeRing3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_glowParticles2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GWRangeRing",,,"Hero_equip_AngryTome_range_ring",,0,"Ground",0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,180,100,0,,,0,0,
"Halloween2021 Tap",,,"Wood",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/halloween2021_deco_tap_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Halloween2022 Tap",,,"Wood",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/halloween2022_deco_tap_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"halloween23_tree_Pickup",,,"Halloween23_tree_pickup",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/bush2.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Headhunter Deploy",,,"Deploy",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/headhunter_dep_01.ogg",75,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Headhunter Die",,,"Splat",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/headhunter_die_01.ogg",60,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Headhunter Hit",,,"Hit",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,"sfx/headhunter_hit_01.ogg",50,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"DefenceHit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Headhunter_attack",,,"Wizard_attack",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/headhunter_atk_01.ogg",65,90,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/headhunter_atk_02.ogg",65,100,110,,,,,,,,,,,,,,,,,
"Headstone Pickup",,,"Grass",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/bush2-halloween.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Heal area",,,"heal_ring",,0,"Ground",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/bottle_heal_magic_03.ogg",60,90,90,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"heal_ring2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"heal_ring3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"heal_ring4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"heal_ring_lightrays",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heal area top",,,"heal_ring5",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Heal predeploy",,,"heal_bottleDrop",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/magic_bottle_fall_05.ogg",80,95,95,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Heal spell",,,"heal_ring_effect",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/healer_attack_01.ogg",30,80,90,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"heal_ring_effect2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealAura area",,,"healer_tank_ring",,0,"Ground",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/bottle_heal_magic_03.ogg",60,90,90,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"healer_tank_ring2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"healer_tank_ring3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"healer_tank_ring4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealAura top",,,"healer_tank_ring5",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Healer Attack",,,"Wizard_Tower_lightFlash",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/healer_attack_01.ogg",20,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Healer Deploy",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/healer_deploy_01.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Healer Die",,,"SplatMedium",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/healer_die_01.ogg",80,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Healer Hit",,,"healer_lightrays",,0,"Ground",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/healer_hit_02.ogg",40,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"healer_rings",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealingSpiritSpawn",,,"healingSpirit_lightrays",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/healer_hit_02.ogg",40,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Hero Air Mode",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/air_switch_guardian_01.ogg",100,98,102,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Hero Altar Pickup",,,"Grass",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/hero_altar_pickup_02.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Hero Altar Place",,,"Grass",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/hero_altar_place.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Hero Attack Enemy",,,,,,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/hero_spot_01.ogg",90,75,75,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Hero Deploy",,,"Deploy",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Place",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero Ground Mode",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/ground_switch_guardian_01.ogg",100,98,102,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Hero Health Full",,,"hero_heal_lightrays",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/hero_energized.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"hero_heal_rings",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Mortar_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"heal_ring_effect",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"heal_ring_effect2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero Patrol",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/hero_patrol.ogg",100,90,90,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Hero Sleep",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/hero_sleep.ogg",90,75,75,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Hero Spot Enemy",,,,,,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Hero Upgrade Finished",,,"Building Ready",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/building_finished_01.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Hero_Equip_AngryTomeDeploy",,,"Hero_equip_AngryTome_range_ring",,0,"Ground",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/bottle_rage_magic_07v2.ogg",80,75,75,0,FALSE,0,FALSE,FALSE,,0,0,0,190,100,0,,,0,0,
,,,"rage_flyingLine1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_rangeRingOutter",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Hero_equip_AngryTome_rage_ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero_Equip_AngryTomeDeploy_top",,,"rage_smokeRing",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"rage_flyingLine2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_flyingLine3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_flyingLine4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_flyingLine2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_flyingLine3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_glowParticles",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_smokeRing4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_smokeRing2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_smokeRing5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_smokeRing3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_glowParticles2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero_Equip_AQ_Giant_Arrow_Trail",,,"hero_equip_aq_giant_arrow_trail_emitter01",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,120,70,0,,,0,0,
,,,"hero_equip_aq_giant_arrow_trail_emitter02",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HeroEquip_Menu_Item_equiped_SFX",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/bow_place.ogg",60,100,100,0,TRUE,0,TRUE,FALSE,,0,0,0,100,100,0,,,0,0,
"HeroEquip_Menu_Item_hover_SFX",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/wall_place_01.ogg",60,100,100,0,TRUE,0,TRUE,FALSE,,0,0,0,100,100,0,,,0,0,
"HeroEquip_Menu_Item_pickup_SFX",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/troop_ui_select_01.ogg",90,100,100,0,TRUE,0,TRUE,FALSE,,0,0,0,100,100,0,,,0,0,
"HeroEquipment_Item_Unlocked",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/merge_magic_01.ogg",60,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Hog Wizard Die",,,"Sour Die",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/wizard_die_01.ogg",50,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"HogGlider Deploy",,,"Deploy",,0,"Objects",20,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/hog_glider_dep_sfx_01.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Hogwizard Deploy",,,"Deploy",,0,"Objects",20,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/hogwizard_deploy_01.ogg",90,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"hogwizard hit",,,"Wizard_Tower_hit",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/wizard_hit_01.ogg",65,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Hit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hogwizard_attack",,,,,,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,"sfx/hogwizard_atk_01.ogg",60,90,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/hogwizard_atk_02.ogg",40,95,105,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/hogwizard_atk_03.ogg",40,95,105,,,,,,,,,,,,,,,,,
"Hogwizard_attack2",,,,,,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,"sfx/hogwizard_atk_01.ogg",60,90,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/hogwizard_atk_02.ogg",40,95,105,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/hogwizard_atk_03.ogg",40,95,105,,,,,,,,,,,,,,,,,
"Hogwizard_attack3",,,,,,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,"sfx/hogwizard_atk_01.ogg",60,90,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
